Timestep,EcoregionID,EcoregionName,Flux,Mean,Lower,Upper
2053,13,Central B&R,NEP,0.1,-0.5,0.9
2053,13,Central B&R,NPP,2,1.3,2.8
2053,13,Central B&R,Rh,1.9,1.7,2
2053,14,Mojave B&R,LULCC,0.3,0.2,0.5
2053,14,Mojave B&R,NECB,-0.4,-3.8,3.3
2053,14,Mojave B&R,NEP,-0.1,-3.5,3.7
2053,14,Mojave B&R,NPP,5.7,2.3,9.4
2053,14,Mojave B&R,Rh,5.9,5.5,6.5
2053,78,Klamath Mtns.,LULCC,5.4,3.7,7.7
2053,78,Klamath Mtns.,NECB,-1.9,-10.6,3.8
2053,78,Klamath Mtns.,NEP,3.5,-4.5,8.5
2053,78,Klamath Mtns.,NPP,26.1,18.9,30.8
2053,78,Klamath Mtns.,Rh,22.6,20.8,24.8
2053,80,Northern B&R,LULCC,0.2,0.1,0.3
2053,80,Northern B&R,NECB,-0.2,-0.5,0.3
2053,80,Northern B&R,NEP,0,-0.3,0.5
2053,80,Northern B&R,NPP,0.9,0.6,1.4
2053,80,Northern B&R,Rh,0.9,0.8,1
2053,81,Sonoran B&R,LULCC,0.8,0.3,1.3
2053,81,Sonoran B&R,NECB,-0,-1.2,2.2
2053,81,Sonoran B&R,NEP,0.7,-0.8,3.4
2053,81,Sonoran B&R,NPP,2.4,0.8,4.9
2053,81,Sonoran B&R,Rh,1.6,1.5,1.8
2054,1,Coast Range,LULCC,2.6,1.7,3.8
2054,1,Coast Range,NECB,-0.5,-3,2.2
2054,1,Coast Range,NEP,2.1,-0.7,4.3
2054,1,Coast Range,NPP,12.4,9.3,15.2
2054,1,Coast Range,Rh,10.3,9.8,11
2054,4,Cascades,LULCC,0.2,0.1,0.5
2054,4,Cascades,NECB,0,-0.3,0.2
2054,4,Cascades,NEP,0.2,0.1,0.3
2054,4,Cascades,NPP,1,0.7,1.2
2054,4,Cascades,Rh,0.8,0.7,0.9
2054,5,Sierra Nevada,LULCC,3.6,2.7,5.4
2054,5,Sierra Nevada,NECB,-0.7,-6.6,3.8
2054,5,Sierra Nevada,NEP,3,-2.6,7.2
2054,5,Sierra Nevada,NPP,19,12.8,23.7
2054,5,Sierra Nevada,Rh,16,14.4,17.8
2054,6,Oak Woodlands,LULCC,6.3,4.4,8.6
2054,6,Oak Woodlands,NECB,-3.7,-19.3,11.9
2054,6,Oak Woodlands,NEP,2.5,-13.7,18.7
2054,6,Oak Woodlands,NPP,34.1,18.3,54.5
2054,6,Oak Woodlands,Rh,31.5,26.3,36.2
2054,7,Central Valley,LULCC,13.8,8.9,20
2054,7,Central Valley,NECB,-1,-11.2,8.7
2054,7,Central Valley,NEP,12.8,-0.4,26.8
2054,7,Central Valley,NPP,26.8,13.4,42.2
2054,7,Central Valley,Rh,14,10.5,18.1
2054,8,SoCal Mtns.,LULCC,0.8,0.4,1.3
2054,8,SoCal Mtns.,NECB,-1.4,-4.9,2.1
2054,8,SoCal Mtns.,NEP,-0.7,-4.1,2.8
2054,8,SoCal Mtns.,NPP,5.4,2,9.2
2054,8,SoCal Mtns.,Rh,6.1,5.1,6.8
2054,9,East Cascades,LULCC,1.8,1.2,2.6
2054,9,East Cascades,NECB,0.3,-2.2,2.4
2054,9,East Cascades,NEP,2.1,-0.4,4.2
2054,9,East Cascades,NPP,8.4,5.3,11
2054,9,East Cascades,Rh,6.3,5.5,7.5
2054,13,Central B&R,LULCC,0.3,0.2,0.4
2054,13,Central B&R,NECB,0.1,-1.1,1.3
2054,13,Central B&R,NEP,0.3,-0.9,1.6
2054,13,Central B&R,NPP,2.2,0.8,3.7
2054,13,Central B&R,Rh,1.9,1.6,2.1
2054,14,Mojave B&R,LULCC,0.3,0.2,0.5
2054,14,Mojave B&R,NECB,-1.5,-4.5,2.3
2054,14,Mojave B&R,NEP,-1.2,-4.2,2.6
2054,14,Mojave B&R,NPP,4.7,1.5,8.7
2054,14,Mojave B&R,Rh,5.9,4.9,6.8
2054,78,Klamath Mtns.,LULCC,5.2,3.6,8.4
2054,78,Klamath Mtns.,NECB,-0.3,-4.3,3.4
2054,78,Klamath Mtns.,NEP,4.9,0.9,8.1
2054,78,Klamath Mtns.,NPP,27.3,22.2,32.1
2054,78,Klamath Mtns.,Rh,22.4,21.1,24.3
2054,80,Northern B&R,LULCC,0.2,0.1,0.3
2054,80,Northern B&R,NECB,0,-0.3,0.4
2054,80,Northern B&R,NEP,0.3,-0.1,0.6
2054,80,Northern B&R,NPP,1.1,0.7,1.6
2054,80,Northern B&R,Rh,0.9,0.8,1
2054,81,Sonoran B&R,LULCC,0.6,0.2,1.2
2054,81,Sonoran B&R,NECB,-0.7,-1.6,1.4
2054,81,Sonoran B&R,NEP,-0.1,-1.3,2.6
2054,81,Sonoran B&R,NPP,1.5,0.3,4.4
2054,81,Sonoran B&R,Rh,1.7,1.4,2
2055,1,Coast Range,LULCC,2.7,1.8,3.7
2055,1,Coast Range,NECB,0.6,-2.8,2.3
2055,1,Coast Range,NEP,3.3,-0.1,4.7
2055,1,Coast Range,NPP,13.6,10.3,15.4
2055,1,Coast Range,Rh,10.4,9.5,11.2
2055,4,Cascades,LULCC,0.2,0.1,0.4
2055,4,Cascades,NECB,0.1,-0.2,0.2
2055,4,Cascades,NEP,0.3,0.1,0.4
2055,4,Cascades,NPP,1,0.7,1.1
2055,4,Cascades,Rh,0.8,0.6,0.8
2055,5,Sierra Nevada,LULCC,3.7,2.8,4.7
2055,5,Sierra Nevada,NECB,1.5,-4,3.7
2055,5,Sierra Nevada,NEP,5.2,-0.3,7.2
2055,5,Sierra Nevada,NPP,21.1,14.4,23.5
2055,5,Sierra Nevada,Rh,15.9,14.6,17.2
2055,6,Oak Woodlands,LULCC,6.9,4.9,9.3
2055,6,Oak Woodlands,NECB,10.5,-14.1,19.5
2055,6,Oak Woodlands,NEP,17.5,-8.3,26.9
2055,6,Oak Woodlands,NPP,48.8,21.5,61.6
2055,6,Oak Woodlands,Rh,31.3,27.6,36.1
2055,7,Central Valley,LULCC,16.8,9.2,22.6
2055,7,Central Valley,NECB,6.3,-7.2,14.9
2055,7,Central Valley,NEP,23.1,3.2,35.4
2055,7,Central Valley,NPP,37.1,15.3,51
2055,7,Central Valley,Rh,14,11.3,17.7
2055,8,SoCal Mtns.,LULCC,0.8,0.5,1.4
2055,8,SoCal Mtns.,NECB,2.2,-3.5,4.4
2055,8,SoCal Mtns.,NEP,3,-2.5,5
2055,8,SoCal Mtns.,NPP,8.9,3.4,11.1
2055,8,SoCal Mtns.,Rh,5.9,5.3,6.6
2055,9,East Cascades,LULCC,1.8,1.2,2.5
2055,9,East Cascades,NECB,0.8,-1.9,3.8
2055,9,East Cascades,NEP,2.7,-0.3,5.7
2055,9,East Cascades,NPP,8.9,5.1,11.6
2055,9,East Cascades,Rh,6.2,5.4,7
2055,13,Central B&R,LULCC,0.3,0.2,0.4
2055,13,Central B&R,NECB,0.8,-0.6,1.3
2055,13,Central B&R,NEP,1,-0.3,1.6
2055,13,Central B&R,NPP,2.9,1.3,3.6
2055,13,Central B&R,Rh,1.9,1.6,2
2055,14,Mojave B&R,LULCC,0.3,0.2,0.5
2055,14,Mojave B&R,NECB,1.9,-2.1,5.4
2055,14,Mojave B&R,NEP,2.2,-1.9,5.8
2055,14,Mojave B&R,NPP,8,3.5,11.8
2055,14,Mojave B&R,Rh,5.8,5,6.4
2055,78,Klamath Mtns.,LULCC,5.6,3.8,8.2
2055,78,Klamath Mtns.,NECB,0.8,-3.3,4.1
2055,78,Klamath Mtns.,NEP,6.3,2.4,8.8
2055,78,Klamath Mtns.,NPP,28.9,23.9,31.4
2055,78,Klamath Mtns.,Rh,22.6,20.7,24.1
2055,80,Northern B&R,LULCC,0.2,0.1,0.3
2055,80,Northern B&R,NECB,0.2,-0.3,0.6
2055,80,Northern B&R,NEP,0.5,-0.1,0.9
2055,80,Northern B&R,NPP,1.3,0.7,1.8
2055,80,Northern B&R,Rh,0.9,0.8,1
2055,81,Sonoran B&R,LULCC,0.8,0.4,1.6
2055,81,Sonoran B&R,NECB,0.3,-0.5,2
2055,81,Sonoran B&R,NEP,1,-0.1,3.5
2055,81,Sonoran B&R,NPP,2.6,1.2,5.4
2055,81,Sonoran B&R,Rh,1.6,1.3,1.9
2056,1,Coast Range,LULCC,2.6,1.7,3.6
2056,1,Coast Range,NECB,1.3,-1.2,3.6
2056,1,Coast Range,NEP,3.9,1.9,5.8
2056,1,Coast Range,NPP,13.9,12,15.9
2056,1,Coast Range,Rh,10,9.2,11.4
2056,4,Cascades,LULCC,0.2,0.1,0.5
2056,4,Cascades,NECB,0.1,-0.4,0.3
2056,4,Cascades,NEP,0.3,0,0.5
2056,4,Cascades,NPP,1,0.9,1.2
2056,4,Cascades,Rh,0.7,0.6,0.9
2056,5,Sierra Nevada,LULCC,3.7,2.7,4.9
2056,5,Sierra Nevada,NECB,1.2,-4.4,4.9
2056,5,Sierra Nevada,NEP,4.9,-0.5,8.3
2056,5,Sierra Nevada,NPP,20.8,16.6,23.7
2056,5,Sierra Nevada,Rh,15.9,14.7,18.2
2056,6,Oak Woodlands,LULCC,6.9,5.1,9.1
2056,6,Oak Woodlands,NECB,6.6,-16,18.6
2056,6,Oak Woodlands,NEP,13.5,-9,25.8
2056,6,Oak Woodlands,NPP,45.6,26.4,58.6
2056,6,Oak Woodlands,Rh,32.1,27.7,39.1
2056,7,Central Valley,LULCC,17.1,10.6,23.1
2056,7,Central Valley,NECB,3.5,-9.5,10.9
2056,7,Central Valley,NEP,20.6,3.8,31.8
2056,7,Central Valley,NPP,35.6,20,48.2
2056,7,Central Valley,Rh,15,11.6,19.6
2056,8,SoCal Mtns.,LULCC,0.8,0.5,1.4
2056,8,SoCal Mtns.,NECB,1.1,-3.5,3.6
2056,8,SoCal Mtns.,NEP,1.9,-2.3,4.2
2056,8,SoCal Mtns.,NPP,7.9,3.9,10.6
2056,8,SoCal Mtns.,Rh,6,5.1,6.8
2056,9,East Cascades,LULCC,1.9,1.3,2.6
2056,9,East Cascades,NECB,1.2,-2.6,3.8
2056,9,East Cascades,NEP,3.1,-0.9,5.8
2056,9,East Cascades,NPP,9.2,5.8,11.8
2056,9,East Cascades,Rh,6.2,5.5,7.1
2056,13,Central B&R,LULCC,0.3,0.2,0.5
2056,13,Central B&R,NECB,0.5,-0.8,1.6
2056,13,Central B&R,NEP,0.8,-0.6,2
2056,13,Central B&R,NPP,2.7,1.4,3.8
2056,13,Central B&R,Rh,1.9,1.6,2.2
2056,14,Mojave B&R,LULCC,0.3,0.2,0.5
2056,14,Mojave B&R,NECB,0.6,-3.5,3.2
2056,14,Mojave B&R,NEP,0.9,-3.2,3.6
2056,14,Mojave B&R,NPP,6.7,2.9,9.7
2056,14,Mojave B&R,Rh,5.8,4.7,6.5
2056,78,Klamath Mtns.,LULCC,5.3,3.6,7.8
2056,78,Klamath Mtns.,NECB,1.8,-4.1,6.2
2056,78,Klamath Mtns.,NEP,7.1,3.3,10.8
2056,78,Klamath Mtns.,NPP,29.1,25.9,32.1
2056,78,Klamath Mtns.,Rh,22,20.5,24.7
2056,80,Northern B&R,LULCC,0.2,0.2,0.3
2056,80,Northern B&R,NECB,0.2,-0.3,0.7
2056,80,Northern B&R,NEP,0.5,-0.1,1
2056,80,Northern B&R,NPP,1.4,0.8,1.9
2056,80,Northern B&R,Rh,0.9,0.8,1
2056,81,Sonoran B&R,LULCC,0.8,0.4,1.1
2056,81,Sonoran B&R,NECB,0.1,-1.1,1.7
2056,81,Sonoran B&R,NEP,0.9,-0.5,2.7
2056,81,Sonoran B&R,NPP,2.6,1,4.1
2056,81,Sonoran B&R,Rh,1.6,1.3,2.2
2057,1,Coast Range,LULCC,2.9,1.8,4.5
2057,1,Coast Range,NECB,-1.7,-4.7,0.5
2057,1,Coast Range,NEP,1.1,-1,2.8
2057,1,Coast Range,NPP,11.4,9.1,14.8
2057,1,Coast Range,Rh,10.3,8.9,12.1
2057,4,Cascades,LULCC,0.2,0.1,0.5
2057,4,Cascades,NECB,-0.1,-0.4,0.1
2057,4,Cascades,NEP,0.1,0,0.3
2057,4,Cascades,NPP,0.9,0.7,1.1
2057,4,Cascades,Rh,0.8,0.6,0.9
2057,5,Sierra Nevada,LULCC,4.3,2.9,6.7
2057,5,Sierra Nevada,NECB,-3.5,-7.1,0.5
2057,5,Sierra Nevada,NEP,0.8,-3.5,4
2057,5,Sierra Nevada,NPP,17,12.4,21.8
2057,5,Sierra Nevada,Rh,16.2,14.5,18.9
2057,6,Oak Woodlands,LULCC,6.5,4.7,8.8
2057,6,Oak Woodlands,NECB,-11,-21.4,2.1
2057,6,Oak Woodlands,NEP,-4.6,-15.8,9.2
2057,6,Oak Woodlands,NPP,28.6,15.7,50.2
2057,6,Oak Woodlands,Rh,33.2,28.5,41.6
2057,7,Central Valley,LULCC,13.5,8.7,20.9
2057,7,Central Valley,NECB,-7.5,-13.1,-0.2
2057,7,Central Valley,NEP,6,-2.1,19.1
2057,7,Central Valley,NPP,21.8,11.4,40.6
2057,7,Central Valley,Rh,15.8,12.6,21.8
2057,8,SoCal Mtns.,LULCC,0.8,0.5,1.4
2057,8,SoCal Mtns.,NECB,-1.8,-4.3,1.1
2057,8,SoCal Mtns.,NEP,-0.9,-3.4,1.7
2057,8,SoCal Mtns.,NPP,5.2,2.1,9.2
2057,8,SoCal Mtns.,Rh,6.2,5.5,7.4
2057,9,East Cascades,LULCC,1.8,1.3,2.7
2057,9,East Cascades,NECB,-0.9,-2.3,2.1
2057,9,East Cascades,NEP,1,-0.5,4
2057,9,East Cascades,NPP,7.4,5.8,11.1
2057,9,East Cascades,Rh,6.4,5.7,7.8
2057,13,Central B&R,LULCC,0.3,0.2,0.7
2057,13,Central B&R,NECB,-0.3,-0.9,0.3
2057,13,Central B&R,NEP,0,-0.6,0.5
2057,13,Central B&R,NPP,1.9,1.2,2.9
2057,13,Central B&R,Rh,1.9,1.7,2.3
2057,14,Mojave B&R,LULCC,0.3,0.2,0.5
2057,14,Mojave B&R,NECB,-1.2,-3.2,1.9
2057,14,Mojave B&R,NEP,-0.9,-2.9,2.3
2057,14,Mojave B&R,NPP,5.1,2.4,9.8
2057,14,Mojave B&R,Rh,6,5.3,7.5
2057,78,Klamath Mtns.,LULCC,5.9,3.9,9.1
2057,78,Klamath Mtns.,NECB,-2.6,-7.9,1.7
2057,78,Klamath Mtns.,NEP,3.3,-0.2,6.4
2057,78,Klamath Mtns.,NPP,25.9,22.5,30.2
2057,78,Klamath Mtns.,Rh,22.6,20.1,26.3
2057,80,Northern B&R,LULCC,0.2,0.1,0.3
2057,80,Northern B&R,NECB,-0.2,-0.4,0.2
2057,80,Northern B&R,NEP,0,-0.2,0.4
2057,80,Northern B&R,NPP,0.9,0.7,1.4
2057,80,Northern B&R,Rh,0.9,0.8,1.1
2057,81,Sonoran B&R,LULCC,0.7,0.3,1.2
2057,81,Sonoran B&R,NECB,-0.3,-1.4,0.9
2057,81,Sonoran B&R,NEP,0.5,-0.9,2
2057,81,Sonoran B&R,NPP,2.2,0.6,4
2057,81,Sonoran B&R,Rh,1.7,1.3,2.1
2058,1,Coast Range,LULCC,2.6,1.7,3.7
2058,1,Coast Range,NECB,-1.4,-4.2,1.5
2058,1,Coast Range,NEP,1.3,-1.3,3.6
2058,1,Coast Range,NPP,11.7,8.9,15.5
2058,1,Coast Range,Rh,10.5,9,12
2058,4,Cascades,LULCC,0.3,0.1,1.1
2058,4,Cascades,NECB,-0.2,-1,0.2
2058,4,Cascades,NEP,0.1,-0.1,0.3
2058,4,Cascades,NPP,0.9,0.6,1.1
2058,4,Cascades,Rh,0.8,0.6,0.9
2058,5,Sierra Nevada,LULCC,4.2,2.8,7.3
2058,5,Sierra Nevada,NECB,-3.5,-8.5,4.9
2058,5,Sierra Nevada,NEP,0.7,-3.7,8.4
2058,5,Sierra Nevada,NPP,17,11.6,24.6
2058,5,Sierra Nevada,Rh,16.3,14.3,18.4
2058,6,Oak Woodlands,LULCC,6.4,4.3,8.7
2058,6,Oak Woodlands,NECB,-8.7,-26,18
2058,6,Oak Woodlands,NEP,-2.3,-19.2,25.2
2058,6,Oak Woodlands,NPP,29.7,11.5,60.3
2058,6,Oak Woodlands,Rh,32,25.9,37.6
2058,7,Central Valley,LULCC,13.1,7.5,22.3
2058,7,Central Valley,NECB,-3.8,-15.9,8.8
2058,7,Central Valley,NEP,9.3,-3.6,29.4
2058,7,Central Valley,NPP,24,9.5,46.8
2058,7,Central Valley,Rh,14.7,11.3,18.1
2058,8,SoCal Mtns.,LULCC,0.8,0.4,1.3
2058,8,SoCal Mtns.,NECB,-2.2,-5.4,4
2058,8,SoCal Mtns.,NEP,-1.4,-4.5,4.7
2058,8,SoCal Mtns.,NPP,4.7,1.2,11
2058,8,SoCal Mtns.,Rh,6.1,4.8,6.9
2058,9,East Cascades,LULCC,1.9,1.2,3.2
2058,9,East Cascades,NECB,-1.3,-3.8,1.5
2058,9,East Cascades,NEP,0.7,-1.8,3.3
2058,9,East Cascades,NPP,7.1,4.6,10.2
2058,9,East Cascades,Rh,6.5,5.6,7.3
2058,13,Central B&R,LULCC,0.3,0.2,0.5
2058,13,Central B&R,NECB,-0.3,-1.2,1.5
2058,13,Central B&R,NEP,-0.1,-1,1.8
2058,13,Central B&R,NPP,1.9,1,3.8
2058,13,Central B&R,Rh,1.9,1.6,2.2
2058,14,Mojave B&R,LULCC,0.3,0.2,0.5
2058,14,Mojave B&R,NECB,-2.6,-5.1,2.3
2058,14,Mojave B&R,NEP,-2.3,-4.7,2.7
2058,14,Mojave B&R,NPP,3.6,1.9,9.3
2058,14,Mojave B&R,Rh,5.9,4.8,6.6
2058,78,Klamath Mtns.,LULCC,5.8,3.8,9.4
2058,78,Klamath Mtns.,NECB,-2.4,-7.4,2.9
2058,78,Klamath Mtns.,NEP,3.4,-0.5,7.3
2058,78,Klamath Mtns.,NPP,26.3,22.2,31.1
2058,78,Klamath Mtns.,Rh,22.8,20.1,24.8
2058,80,Northern B&R,LULCC,0.2,0.1,0.3
2058,80,Northern B&R,NECB,-0.2,-0.6,0.3
2058,80,Northern B&R,NEP,0,-0.4,0.6
2058,80,Northern B&R,NPP,0.9,0.5,1.6
2058,80,Northern B&R,Rh,0.9,0.8,1
2058,81,Sonoran B&R,LULCC,0.5,0.3,1
2058,81,Sonoran B&R,NECB,-1,-2,-0.2
2058,81,Sonoran B&R,NEP,-0.5,-1.6,0.7
2058,81,Sonoran B&R,NPP,1.2,0.4,2.6
2058,81,Sonoran B&R,Rh,1.7,1.2,2
2059,1,Coast Range,LULCC,2.6,1.7,3.5
2059,1,Coast Range,NECB,-0.9,-3.9,1.6
2059,1,Coast Range,NEP,1.7,-1.2,4.1
2059,1,Coast Range,NPP,12.4,9.4,16.2
2059,1,Coast Range,Rh,10.7,10,12.2
2059,4,Cascades,LULCC,0.2,0.1,0.5
2059,4,Cascades,NECB,-0.1,-0.4,0.2
2059,4,Cascades,NEP,0.2,-0.1,0.3
2059,4,Cascades,NPP,0.9,0.6,1.2
2059,4,Cascades,Rh,0.8,0.7,0.9
2059,5,Sierra Nevada,LULCC,3.5,2.6,4.5
2059,5,Sierra Nevada,NECB,-2.4,-9.2,4
2059,5,Sierra Nevada,NEP,1.1,-5.5,7.2
2059,5,Sierra Nevada,NPP,17.3,10,25
2059,5,Sierra Nevada,Rh,16.1,15,18
2059,6,Oak Woodlands,LULCC,6.3,4.2,9.6
2059,6,Oak Woodlands,NECB,-3.6,-20.9,28.7
2059,6,Oak Woodlands,NEP,2.6,-15.3,36.8
2059,6,Oak Woodlands,NPP,34.3,13.9,76.7
2059,6,Oak Woodlands,Rh,31.6,25.8,40.3
2059,7,Central Valley,LULCC,13.6,7.4,25.8
2059,7,Central Valley,NECB,-1.6,-13.9,14.3
2059,7,Central Valley,NEP,12,-2,38.7
2059,7,Central Valley,NPP,26.3,10.9,58.8
2059,7,Central Valley,Rh,14.3,10.8,20.3
2059,8,SoCal Mtns.,LULCC,0.7,0.4,1.3
2059,8,SoCal Mtns.,NECB,-1,-4.3,5.9
2059,8,SoCal Mtns.,NEP,-0.2,-3.5,6.7
2059,8,SoCal Mtns.,NPP,5.7,1.4,13.8
2059,8,SoCal Mtns.,Rh,5.9,4.8,7.1
2059,9,East Cascades,LULCC,1.7,1.2,2.3
2059,9,East Cascades,NECB,-0.9,-3.2,1.7
2059,9,East Cascades,NEP,0.8,-1.7,3.6
2059,9,East Cascades,NPP,7.3,4,11
2059,9,East Cascades,Rh,6.5,5.7,7.5
2059,13,Central B&R,LULCC,0.3,0.2,0.5
2059,13,Central B&R,NECB,-0.1,-1.4,2.3
2059,13,Central B&R,NEP,0.1,-1.1,2.6
2059,13,Central B&R,NPP,2,0.7,4.8
2059,13,Central B&R,Rh,1.9,1.7,2.2
2059,14,Mojave B&R,LULCC,0.3,0.1,0.7
2059,14,Mojave B&R,NECB,-0.3,-3.9,7.7
2059,14,Mojave B&R,NEP,-0,-3.6,8.3
2059,14,Mojave B&R,NPP,5.8,1.3,15.5
2059,14,Mojave B&R,Rh,5.8,4.8,7.2
2059,78,Klamath Mtns.,LULCC,5.2,3.7,7.1
2059,78,Klamath Mtns.,NECB,-1.4,-6,2
2059,78,Klamath Mtns.,NEP,3.8,-0.8,6.7
2059,78,Klamath Mtns.,NPP,27,21,32.1
2059,78,Klamath Mtns.,Rh,23.3,21.7,25.5
2059,80,Northern B&R,LULCC,0.2,0.1,0.3
2059,80,Northern B&R,NECB,-0.2,-0.5,0.4
2059,80,Northern B&R,NEP,0,-0.3,0.6
2059,80,Northern B&R,NPP,1,0.5,1.7
2059,80,Northern B&R,Rh,0.9,0.8,1.1
2059,81,Sonoran B&R,LULCC,0.7,0.2,1.4
2059,81,Sonoran B&R,NECB,-0.1,-1.3,1.6
2059,81,Sonoran B&R,NEP,0.6,-1.1,3
2059,81,Sonoran B&R,NPP,2.1,0.2,5
2059,81,Sonoran B&R,Rh,1.6,1.2,2
2060,1,Coast Range,LULCC,2.5,1.7,3.6
2060,1,Coast Range,NECB,-0.7,-3.8,2.1
2060,1,Coast Range,NEP,1.8,-1,4.3
2060,1,Coast Range,NPP,12.2,9.2,16.3
2060,1,Coast Range,Rh,10.4,9,12
2060,4,Cascades,LULCC,0.2,0.1,0.4
2060,4,Cascades,NECB,-0.1,-0.4,0.2
2060,4,Cascades,NEP,0.2,-0.1,0.4
2060,4,Cascades,NPP,0.9,0.5,1.2
2060,4,Cascades,Rh,0.7,0.6,0.8
2060,5,Sierra Nevada,LULCC,3.6,2.6,4.8
2060,5,Sierra Nevada,NECB,-1,-5.1,4.6
2060,5,Sierra Nevada,NEP,2.6,-1.6,8.1
2060,5,Sierra Nevada,NPP,18.5,12.3,25.3
2060,5,Sierra Nevada,Rh,16,13.6,18.6
2060,6,Oak Woodlands,LULCC,6.2,4.3,8.8
2060,6,Oak Woodlands,NECB,-2.6,-16.5,16
2060,6,Oak Woodlands,NEP,3.7,-9.6,23.5
2060,6,Oak Woodlands,NPP,34.7,22.6,64
2060,6,Oak Woodlands,Rh,31,24,41
2060,7,Central Valley,LULCC,13.8,8.9,24.5
2060,7,Central Valley,NECB,-1.1,-11.7,6.5
2060,7,Central Valley,NEP,12.7,2.8,29.4
2060,7,Central Valley,NPP,26.8,14.5,50.5
2060,7,Central Valley,Rh,14.1,9.6,21.5
2060,8,SoCal Mtns.,LULCC,0.8,0.4,1.3
2060,8,SoCal Mtns.,NECB,-0.4,-3.6,4
2060,8,SoCal Mtns.,NEP,0.3,-2.5,4.7
2060,8,SoCal Mtns.,NPP,6.2,4.2,11.8
2060,8,SoCal Mtns.,Rh,5.8,4.6,7.2
2060,9,East Cascades,LULCC,1.7,1.2,2.3
2060,9,East Cascades,NECB,-0.7,-2.9,3.1
2060,9,East Cascades,NEP,1,-1.4,5
2060,9,East Cascades,NPP,7.3,4.4,12.1
2060,9,East Cascades,Rh,6.4,5.1,7.1
2060,13,Central B&R,LULCC,0.3,0.2,0.4
2060,13,Central B&R,NECB,-0.1,-1,1.4
2060,13,Central B&R,NEP,0.1,-0.7,1.7
2060,13,Central B&R,NPP,2,1.2,4
2060,13,Central B&R,Rh,1.9,1.5,2.3
2060,14,Mojave B&R,LULCC,0.3,0.2,0.6
2060,14,Mojave B&R,NECB,-0.6,-3.3,5
2060,14,Mojave B&R,NEP,-0.3,-2.9,5.5
2060,14,Mojave B&R,NPP,5.5,3.5,12.8
2060,14,Mojave B&R,Rh,5.7,4.5,7.3
2060,78,Klamath Mtns.,LULCC,5.1,3.6,7.3
2060,78,Klamath Mtns.,NECB,-1,-6.9,4
2060,78,Klamath Mtns.,NEP,4.1,-1.9,8.5
2060,78,Klamath Mtns.,NPP,26.6,19.5,32.8
2060,78,Klamath Mtns.,Rh,22.5,19.5,24.5
2060,80,Northern B&R,LULCC,0.2,0.1,0.3
2060,80,Northern B&R,NECB,-0.1,-0.4,0.6
2060,80,Northern B&R,NEP,0.1,-0.2,0.9
2060,80,Northern B&R,NPP,1,0.6,2
2060,80,Northern B&R,Rh,0.9,0.7,1.1
2060,81,Sonoran B&R,LULCC,0.6,0.3,1.2
2060,81,Sonoran B&R,NECB,-0.4,-1.5,0.7
2060,81,Sonoran B&R,NEP,0.2,-0.8,1.6
2060,81,Sonoran B&R,NPP,1.8,0.9,3.7
2060,81,Sonoran B&R,Rh,1.6,1.1,2.1
2061,1,Coast Range,LULCC,2.6,1.7,3.4
2061,1,Coast Range,NECB,-0.6,-4.6,1.5
2061,1,Coast Range,NEP,2,-1.8,4
2061,1,Coast Range,NPP,12.2,10.5,13.9
2061,1,Coast Range,Rh,10.2,9.4,12.6
2061,4,Cascades,LULCC,0.2,0.1,0.4
2061,4,Cascades,NECB,-0,-0.3,0.1
2061,4,Cascades,NEP,0.2,-0,0.3
2061,4,Cascades,NPP,0.9,0.8,1
2061,4,Cascades,Rh,0.7,0.7,0.9
2061,5,Sierra Nevada,LULCC,3.6,2.7,4.9
2061,5,Sierra Nevada,NECB,-1.6,-7.5,2.5
2061,5,Sierra Nevada,NEP,2,-3.7,5.8
2061,5,Sierra Nevada,NPP,17.8,14.5,21
2061,5,Sierra Nevada,Rh,15.7,14.5,18.5
2061,6,Oak Woodlands,LULCC,6.3,4.7,8.5
2061,6,Oak Woodlands,NECB,-0.9,-23.3,13.5
2061,6,Oak Woodlands,NEP,5.4,-16.2,20.6
2061,6,Oak Woodlands,NPP,36.3,26.7,53
2061,6,Oak Woodlands,Rh,30.9,26.7,43.5
2061,7,Central Valley,LULCC,14,10.8,18.7
2061,7,Central Valley,NECB,-0.5,-20.1,8.9
2061,7,Central Valley,NEP,13.5,-4.7,26.1
2061,7,Central Valley,NPP,27.4,17.4,40.4
2061,7,Central Valley,Rh,13.9,11.2,22.6
2061,8,SoCal Mtns.,LULCC,0.8,0.4,1.3
2061,8,SoCal Mtns.,NECB,0,-2.5,3.4
2061,8,SoCal Mtns.,NEP,0.8,-1.4,4.1
2061,8,SoCal Mtns.,NPP,6.7,5.1,10.6
2061,8,SoCal Mtns.,Rh,5.9,5.1,7.7
2061,9,East Cascades,LULCC,1.6,1.3,2.2
2061,9,East Cascades,NECB,-0.7,-3.7,1.5
2061,9,East Cascades,NEP,0.9,-2,3
2061,9,East Cascades,NPP,7.2,5.8,8.6
2061,9,East Cascades,Rh,6.2,5.2,7.8
2061,13,Central B&R,LULCC,0.3,0.2,0.5
2061,13,Central B&R,NECB,0.1,-1,1.2
2061,13,Central B&R,NEP,0.4,-0.8,1.4
2061,13,Central B&R,NPP,2.3,1.5,3.3
2061,13,Central B&R,Rh,1.9,1.6,2.4
2061,14,Mojave B&R,LULCC,0.3,0.2,0.5
2061,14,Mojave B&R,NECB,0.6,-3.2,3.9
