Timestep,EcoregionID,EcoregionName,LULC,Mean,Lower,Upper
2048,78,Klamath Mtns.,Shrubland,1519.86375,1497,1537.025
2048,78,Klamath Mtns.,SnowIce,12,12,12
2048,78,Klamath Mtns.,Water,124,124,124
2048,78,Klamath Mtns.,Wetland,38.0078125,34,42
2048,80,Northern B&R,Agriculture,376.0125,342,412
2048,80,Northern B&R,Barren,414,414,414
2048,80,Northern B&R,Developed,54.684375,54,57
2048,80,Northern B&R,Forest,1700.5771875,1691,1711
2048,80,Northern B&R,Grassland,162.895625,155,170
2048,80,Northern B&R,Shrubland,3340.615625,3322,3359
2048,80,Northern B&R,Water,303,303,303
2048,80,Northern B&R,Wetland,53.2146875,43,64
2048,81,Sonoran B&R,Agriculture,2616.5246875,2364.975,2748
2048,81,Sonoran B&R,Barren,5807,5807,5807
2048,81,Sonoran B&R,Developed,1121.2609375,985,1280.025
2048,81,Sonoran B&R,Forest,209.431875,199,228
2048,81,Sonoran B&R,Grassland,273.2284375,265,281
2048,81,Sonoran B&R,Shrubland,17122.0028125,16937,17447
2048,81,Sonoran B&R,Water,1048,1048,1048
2048,81,Sonoran B&R,Wetland,83.55125,70,115
2049,1,Coast Range,Agriculture,274.1984375,255,312
2049,1,Coast Range,Barren,58,58,58
2049,1,Coast Range,Developed,814.9465625,759,880
2049,1,Coast Range,Forest,11155.9678125,11083,11209.025000000001
2049,1,Coast Range,Grassland,758.4728125,737,774
2049,1,Coast Range,Shrubland,284.200625,278,289
2049,1,Coast Range,Water,3499,3499,3499
2049,1,Coast Range,Wetland,111.21375,109,113
2049,4,Cascades,Agriculture,11.0746875,5,20
2049,4,Cascades,Barren,76,76,76
2049,4,Cascades,Developed,44.56625,37,65
2049,4,Cascades,Forest,1283.1284375,1268,1291
2049,4,Cascades,Grassland,9.4825,8,11
2049,4,Cascades,Shrubland,42.748125,41,44
2049,4,Cascades,SnowIce,6,6,6
2049,4,Cascades,Water,1,1,1
2049,4,Cascades,Wetland,3,3,3
2049,5,Sierra Nevada,Agriculture,148.3534375,123,209
2049,5,Sierra Nevada,Barren,3045,3045,3045
2049,5,Sierra Nevada,Developed,745.7684375,703,821
2049,5,Sierra Nevada,Forest,42928.6465625,42858,42981
2049,5,Sierra Nevada,Grassland,881.11375,865,887
2049,5,Sierra Nevada,Shrubland,3105.8490625,3100,3110
2049,5,Sierra Nevada,SnowIce,10,10,10
2049,5,Sierra Nevada,Water,818,818,818
2049,5,Sierra Nevada,Wetland,161.26875,160,162
2049,6,Oak Woodlands,Agriculture,6742.004375,6039,8061.075000000001
2049,6,Oak Woodlands,Barren,1296,1296,1296
2049,6,Oak Woodlands,Developed,19004.729375,17879.95,19890
2049,6,Oak Woodlands,Forest,35103.838125,34471.975,35633
2049,6,Oak Woodlands,Grassland,27261.19875,26155,28147
2049,6,Oak Woodlands,Shrubland,9782.8890625,9383,10175
2049,6,Oak Woodlands,Water,11315,11315,11315
2049,6,Oak Woodlands,Wetland,833.3403125,779,879
2049,7,Central Valley,Agriculture,30798.6659375,30090.975,31742
2049,7,Central Valley,Barren,305,305,305
2049,7,Central Valley,Developed,5914.1678125,5367.975,6436.025
2049,7,Central Valley,Forest,317.5975,278,358
2049,7,Central Valley,Grassland,7125.9015625,6080.950000000001,7868.025
2049,7,Central Valley,Shrubland,162.63375,134,199
2049,7,Central Valley,Water,431,431,431
2049,7,Central Valley,Wetland,1038.0334375,942,1133
2049,8,SoCal Mtns.,Agriculture,128.9659375,83,200.0250000000001
2049,8,SoCal Mtns.,Barren,148,148,148
2049,8,SoCal Mtns.,Developed,1078.02625,961,1209.025
2049,8,SoCal Mtns.,Forest,11621.0875,11542,11685
2049,8,SoCal Mtns.,Grassland,1722.5628125,1670,1768
2049,8,SoCal Mtns.,Shrubland,3105.7609375,3034,3164
2049,8,SoCal Mtns.,Water,316,316,316
2049,8,SoCal Mtns.,Wetland,69.5965625,65,74
2049,9,East Cascades,Agriculture,1604.0134375,1541,1670.025
2049,9,East Cascades,Barren,169,169,169
2049,9,East Cascades,Developed,204.9365625,199,219
2049,9,East Cascades,Forest,12180.795625,12148,12210
2049,9,East Cascades,Grassland,2811.16875,2769,2848
2049,9,East Cascades,Shrubland,2979.8075,2958,3e3
2049,9,East Cascades,Water,534,534,534
2049,9,East Cascades,Wetland,172.278125,161,186
2049,13,Central B&R,Agriculture,224.22125,182,258
2049,13,Central B&R,Barren,277,277,277
2049,13,Central B&R,Developed,125.3125,123,129
2049,13,Central B&R,Forest,4659.8071875,4647,4673
2049,13,Central B&R,Grassland,507.3809375,498,522
2049,13,Central B&R,Shrubland,7022.928125,7011,7041
2049,13,Central B&R,Water,226,226,226
2049,13,Central B&R,Wetland,78.35,78,80
2049,14,Mojave B&R,Agriculture,388.0125,284,511
2049,14,Mojave B&R,Barren,7493,7493,7493
2049,14,Mojave B&R,Developed,1823.820625,1655,2031
2049,14,Mojave B&R,Forest,4557.508125,4524,4581
2049,14,Mojave B&R,Grassland,829.810625,723,898
2049,14,Mojave B&R,Shrubland,61344.32,61150.975,61482.025
2049,14,Mojave B&R,Water,40,40,40
2049,14,Mojave B&R,Wetland,42.528125,40,45
2049,78,Klamath Mtns.,Agriculture,558.3071875,461,704
2049,78,Klamath Mtns.,Barren,67,67,67
2049,78,Klamath Mtns.,Developed,411.305,400,442
2049,78,Klamath Mtns.,Forest,28836.86625,28786,28871
2049,78,Klamath Mtns.,Grassland,1363.97,1292.9750000000001,1416
2049,78,Klamath Mtns.,Shrubland,1519.57125,1496,1537
2049,78,Klamath Mtns.,SnowIce,12,12,12
2049,78,Klamath Mtns.,Water,124,124,124
2049,78,Klamath Mtns.,Wetland,37.9803125,33,43
2049,80,Northern B&R,Agriculture,376.2484375,341,413
2049,80,Northern B&R,Barren,414,414,414
2049,80,Northern B&R,Developed,54.6934375,54,58
2049,80,Northern B&R,Forest,1700.559375,1691,1711
2049,80,Northern B&R,Grassland,162.853125,155,170
2049,80,Northern B&R,Shrubland,3340.5215625,3322,3359
2049,80,Northern B&R,Water,303,303,303
2049,80,Northern B&R,Wetland,53.1240625,42,64
2049,81,Sonoran B&R,Agriculture,2611.145,2354,2745
2049,81,Sonoran B&R,Barren,5807,5807,5807
2049,81,Sonoran B&R,Developed,1131.545625,988.9749999999999,1298
2049,81,Sonoran B&R,Forest,209.2453125,199,229
2049,81,Sonoran B&R,Grassland,272.93875,265,281
2049,81,Sonoran B&R,Shrubland,17117.54875,16927,17452
2049,81,Sonoran B&R,Water,1048,1048,1048
2049,81,Sonoran B&R,Wetland,83.5765625,69,115
2050,1,Coast Range,Agriculture,274.8115625,255,313.0250000000001
2050,1,Coast Range,Barren,58,58,58
2050,1,Coast Range,Developed,816.22,760,882
2050,1,Coast Range,Forest,11154.4834375,11081,11209
2050,1,Coast Range,Grassland,758.138125,736,774
2050,1,Coast Range,Shrubland,284.1428125,278,289
2050,1,Coast Range,Water,3499,3499,3499
2050,1,Coast Range,Wetland,111.2040625,109,113
2050,4,Cascades,Agriculture,11.1009375,4,20
2050,4,Cascades,Barren,76,76,76
2050,4,Cascades,Developed,44.670625,37,65
2050,4,Cascades,Forest,1283.0128125,1267,1291
2050,4,Cascades,Grassland,9.4759375,8,11
2050,4,Cascades,Shrubland,42.7396875,41,44
2050,4,Cascades,SnowIce,6,6,6
2050,4,Cascades,Water,1,1,1
2050,4,Cascades,Wetland,3,3,3
2050,5,Sierra Nevada,Agriculture,148.9065625,123,212
2050,5,Sierra Nevada,Barren,3045,3045,3045
2050,5,Sierra Nevada,Developed,747.1746875,703,824
2050,5,Sierra Nevada,Forest,42926.9678125,42854,42981
2050,5,Sierra Nevada,Grassland,880.9209375,865,887
2050,5,Sierra Nevada,Shrubland,3105.7653125,3100,3110
2050,5,Sierra Nevada,SnowIce,10,10,10
2050,5,Sierra Nevada,Water,818,818,818
2050,5,Sierra Nevada,Wetland,161.2646875,160,162
2050,6,Oak Woodlands,Agriculture,6763.7509375,6048.975,8116.025
2050,6,Oak Woodlands,Barren,1296,1296,1296
2050,6,Oak Woodlands,Developed,19060.1940625,17895,19962
2050,6,Oak Woodlands,Forest,35081.50875,34428.975,35626
2050,6,Oak Woodlands,Grassland,27223.7421875,26092.975,28134
2050,6,Oak Woodlands,Shrubland,9766.6246875,9357.975,10167.025
2050,6,Oak Woodlands,Water,11315,11315,11315
2050,6,Oak Woodlands,Wetland,832.179375,777,878
2050,7,Central Valley,Agriculture,30763.1909375,30023.975,31724
2050,7,Central Valley,Barren,305,305,305
2050,7,Central Valley,Developed,5948.3309375,5383,6486
2050,7,Central Valley,Forest,317.6228125,278,359
2050,7,Central Valley,Grassland,7124.698125,6056,7888
2050,7,Central Valley,Shrubland,163.1375,134,201
2050,7,Central Valley,Water,431,431,431
2050,7,Central Valley,Wetland,1040.0196875,944,1138
2050,8,SoCal Mtns.,Agriculture,130.4409375,83,204
2050,8,SoCal Mtns.,Barren,148,148,148
2050,8,SoCal Mtns.,Developed,1084.8459375,962.975,1220
2050,8,SoCal Mtns.,Forest,11617.9096875,11536.975,11684
2050,8,SoCal Mtns.,Grassland,1720.36875,1666,1768
2050,8,SoCal Mtns.,Shrubland,3102.908125,3030,3163
2050,8,SoCal Mtns.,Water,316,316,316
2050,8,SoCal Mtns.,Wetland,69.5265625,65,74
2050,9,East Cascades,Agriculture,1604.2525,1541,1671
2050,9,East Cascades,Barren,169,169,169
2050,9,East Cascades,Developed,205.0284375,199,219
2050,9,East Cascades,Forest,12180.8440625,12148,12210
2050,9,East Cascades,Grassland,2810.8059375,2768,2848
2050,9,East Cascades,Shrubland,2979.61375,2958,3e3
2050,9,East Cascades,Water,534,534,534
2050,9,East Cascades,Wetland,172.4553125,161,187
2050,13,Central B&R,Agriculture,224.6315625,182,258
2050,13,Central B&R,Barren,277,277,277
2050,13,Central B&R,Developed,125.3584375,123,129
2050,13,Central B&R,Forest,4659.621875,4647,4673
2050,13,Central B&R,Grassland,507.25625,498,522
2050,13,Central B&R,Shrubland,7022.785625,7011,7041
2050,13,Central B&R,Water,226,226,226
2050,13,Central B&R,Wetland,78.34625,78,80
2050,14,Mojave B&R,Agriculture,389.8240625,283,515
2050,14,Mojave B&R,Barren,7493,7493,7493
2050,14,Mojave B&R,Developed,1834.86,1660.9750000000001,2048
2050,14,Mojave B&R,Forest,4556.3384375,4522,4580
2050,14,Mojave B&R,Grassland,828.1659375,720,899
2050,14,Mojave B&R,Shrubland,61334.311875,61134.975000000006,61475.025
2050,14,Mojave B&R,Water,40,40,40
2050,14,Mojave B&R,Wetland,42.4996875,40,45
2050,78,Klamath Mtns.,Agriculture,559.940625,462.975,708.0250000000001
2050,78,Klamath Mtns.,Barren,67,67,67
2050,78,Klamath Mtns.,Developed,411.49625,400,444
2050,78,Klamath Mtns.,Forest,28836.2284375,28785,28871
2050,78,Klamath Mtns.,Grassland,1363.0834375,1291,1416
2050,78,Klamath Mtns.,Shrubland,1519.2940625,1495,1537
2050,78,Klamath Mtns.,SnowIce,12,12,12
2050,78,Klamath Mtns.,Water,124,124,124
2050,78,Klamath Mtns.,Wetland,37.9571875,33,43
2050,80,Northern B&R,Agriculture,376.44,340.975,414
2050,80,Northern B&R,Barren,414,414,414
2050,80,Northern B&R,Developed,54.70125,54,58
2050,80,Northern B&R,Forest,1700.5634375,1691,1712
2050,80,Northern B&R,Grassland,162.8053125,155,170
2050,80,Northern B&R,Shrubland,3340.4490625,3322,3359
2050,80,Northern B&R,Water,303,303,303
2050,80,Northern B&R,Wetland,53.0409375,42,64
2050,81,Sonoran B&R,Agriculture,2605.8090625,2342.9750000000004,2742
2050,81,Sonoran B&R,Barren,5807,5807,5807
2050,81,Sonoran B&R,Developed,1141.8865625,992,1316
2050,81,Sonoran B&R,Forest,209.0540625,198,229
2050,81,Sonoran B&R,Grassland,272.6178125,264,281
2050,81,Sonoran B&R,Shrubland,17113.0365625,16917,17457
2050,81,Sonoran B&R,Water,1048,1048,1048
2050,81,Sonoran B&R,Wetland,83.5959375,69,116
2051,1,Coast Range,Agriculture,275.43125,256,316
2051,1,Coast Range,Barren,58,58,58
2051,1,Coast Range,Developed,817.37375,760,883
2051,1,Coast Range,Forest,11153.1090625,11079,11209
2051,1,Coast Range,Grassland,757.79875,736,773
2051,1,Coast Range,Shrubland,284.094375,278,289
2051,1,Coast Range,Water,3499,3499,3499
2051,1,Coast Range,Wetland,111.1928125,109,113
2051,4,Cascades,Agriculture,11.1275,4,20
2051,4,Cascades,Barren,76,76,76
2051,4,Cascades,Developed,44.776875,37,66
2051,4,Cascades,Forest,1282.895,1267,1291
2051,4,Cascades,Grassland,9.465,8,11
2051,4,Cascades,Shrubland,42.735625,41,44
2051,4,Cascades,SnowIce,6,6,6
2051,4,Cascades,Water,1,1,1
2051,4,Cascades,Wetland,3,3,3
2051,5,Sierra Nevada,Agriculture,149.3503125,123,214
2051,5,Sierra Nevada,Barren,3045,3045,3045
2051,5,Sierra Nevada,Developed,748.5865625,703,827
2051,5,Sierra Nevada,Forest,42925.311875,42850,42981
2051,5,Sierra Nevada,Grassland,880.780625,865,887
2051,5,Sierra Nevada,Shrubland,3105.708125,3100,3110
2051,5,Sierra Nevada,SnowIce,10,10,10
2051,5,Sierra Nevada,Water,818,818,818
2051,5,Sierra Nevada,Wetland,161.2625,160,162
2051,6,Oak Woodlands,Agriculture,6785.8978125,6056,8176
2051,6,Oak Woodlands,Barren,1296,1296,1296
2051,6,Oak Woodlands,Developed,19114.9175,17911.95,20037.025
2051,6,Oak Woodlands,Forest,35059.0275,34387,35621
2051,6,Oak Woodlands,Grassland,27186.6253125,26033.95,28122
2051,6,Oak Woodlands,Shrubland,9750.50875,9333,10161.025000000001
2051,6,Oak Woodlands,Water,11315,11315,11315
2051,6,Oak Woodlands,Wetland,831.023125,775,877
2051,7,Central Valley,Agriculture,30727.13125,29975.925000000003,31707.025
2051,7,Central Valley,Barren,305,305,305
2051,7,Central Valley,Developed,5982.9246875,5396,6538
2051,7,Central Valley,Forest,317.6359375,277,359
2051,7,Central Valley,Grassland,7123.6628125,6028.975,7905.0250000000005
2051,7,Central Valley,Shrubland,163.69125,134,201
2051,7,Central Valley,Water,431,431,431
2051,7,Central Valley,Wetland,1041.9540625,942,1141.025
2051,8,SoCal Mtns.,Agriculture,131.9509375,83,208
2051,8,SoCal Mtns.,Barren,148,148,148
2051,8,SoCal Mtns.,Developed,1091.6253125,965,1230
2051,8,SoCal Mtns.,Forest,11614.744375,11531,11683.025
2051,8,SoCal Mtns.,Grassland,1718.1571875,1663,1767
2051,8,SoCal Mtns.,Shrubland,3100.049375,3024,3162
2051,8,SoCal Mtns.,Water,316,316,316
2051,8,SoCal Mtns.,Wetland,69.4728125,65,74
2051,9,East Cascades,Agriculture,1604.6534375,1542,1672
2051,9,East Cascades,Barren,169,169,169
2051,9,East Cascades,Developed,205.1109375,199,220
2051,9,East Cascades,Forest,12180.8253125,12146,12210
2051,9,East Cascades,Grassland,2810.368125,2767.9750000000004,2848
2051,9,East Cascades,Shrubland,2979.39125,2957,3e3
2051,9,East Cascades,Water,534,534,534
2051,9,East Cascades,Wetland,172.6509375,161,187
2051,13,Central B&R,Agriculture,224.90625,182,258
2051,13,Central B&R,Barren,277,277,277
2051,13,Central B&R,Developed,125.4046875,123,129
2051,13,Central B&R,Forest,4659.505,4647,4673
2051,13,Central B&R,Grassland,507.1671875,498,522
2051,13,Central B&R,Shrubland,7022.6734375,7011,7040.025
2051,13,Central B&R,Water,226,226,226
2051,13,Central B&R,Wetland,78.3434375,78,80
2051,14,Mojave B&R,Agriculture,391.880625,281,522
2051,14,Mojave B&R,Barren,7493,7493,7493
2051,14,Mojave B&R,Developed,1845.86375,1664.975,2064
2051,14,Mojave B&R,Forest,4555.1184375,4520,4580
2051,14,Mojave B&R,Grassland,826.5584375,715,898
2051,14,Mojave B&R,Shrubland,61324.1090625,61118,61466.025
2051,14,Mojave B&R,Water,40,40,40
2051,14,Mojave B&R,Wetland,42.4696875,40,45
2051,78,Klamath Mtns.,Agriculture,561.629375,463,714
2051,78,Klamath Mtns.,Barren,67,67,67
2051,78,Klamath Mtns.,Developed,411.7078125,400,445
2051,78,Klamath Mtns.,Forest,28835.55125,28782,28871
2051,78,Klamath Mtns.,Grassland,1362.20375,1288,1416
2051,78,Klamath Mtns.,Shrubland,1518.9834375,1494,1537
2051,78,Klamath Mtns.,SnowIce,12,12,12
2051,78,Klamath Mtns.,Water,124,124,124
2051,78,Klamath Mtns.,Wetland,37.924375,33,43
2051,80,Northern B&R,Agriculture,376.655,340,415
2051,80,Northern B&R,Barren,414,414,414
2051,80,Northern B&R,Developed,54.7096875,54,58
2051,80,Northern B&R,Forest,1700.5425,1690,1712
2051,80,Northern B&R,Grassland,162.76,155,170
2051,80,Northern B&R,Shrubland,3340.361875,3321,3360
2051,80,Northern B&R,Water,303,303,303
2051,80,Northern B&R,Wetland,52.9709375,42,64
2051,81,Sonoran B&R,Agriculture,2600.398125,2334.975,2740
2051,81,Sonoran B&R,Barren,5807,5807,5807
2051,81,Sonoran B&R,Developed,1152.484375,996,1333
2051,81,Sonoran B&R,Forest,208.8465625,198,229
2051,81,Sonoran B&R,Grassland,272.2815625,263,280
2051,81,Sonoran B&R,Shrubland,17108.370625,16907,17461
2051,81,Sonoran B&R,Water,1048,1048,1048
2051,81,Sonoran B&R,Wetland,83.61875,69,117
2052,1,Coast Range,Agriculture,276.078125,256,317
2052,1,Coast Range,Barren,58,58,58
2052,1,Coast Range,Developed,818.6190625,760,884.0250000000001
2052,1,Coast Range,Forest,11151.6234375,11076,11208
2052,1,Coast Range,Grassland,757.465625,735,773
2052,1,Coast Range,Shrubland,284.0315625,278,289
2052,1,Coast Range,Water,3499,3499,3499
2052,1,Coast Range,Wetland,111.1821875,109,113
2052,4,Cascades,Agriculture,11.156875,4,21
2052,4,Cascades,Barren,76,76,76
2052,4,Cascades,Developed,44.8915625,37,66
2052,4,Cascades,Forest,1282.765625,1267,1291
2052,4,Cascades,Grassland,9.45875,8,11
2052,4,Cascades,Shrubland,42.7271875,41,44
2052,4,Cascades,SnowIce,6,6,6
2052,4,Cascades,Water,1,1,1
2052,4,Cascades,Wetland,3,3,3
2052,5,Sierra Nevada,Agriculture,150.4971875,123,218
2052,5,Sierra Nevada,Barren,3045,3045,3045
2052,5,Sierra Nevada,Developed,749.998125,703,830.0250000000001
2052,5,Sierra Nevada,Forest,42923.4734375,42846,42980
2052,5,Sierra Nevada,Grassland,880.2240625,862,887
2052,5,Sierra Nevada,Shrubland,3105.5734375,3100,3110
2052,5,Sierra Nevada,SnowIce,10,10,10
2052,5,Sierra Nevada,Water,818,818,818
2052,5,Sierra Nevada,Wetland,161.23375,160,162
2052,6,Oak Woodlands,Agriculture,6809.4453125,6065,8236
2052,6,Oak Woodlands,Barren,1296,1296,1296
2052,6,Oak Woodlands,Developed,19171.164375,17927.975,20112
2052,6,Oak Woodlands,Forest,35035.504375,34350,35614.025
2052,6,Oak Woodlands,Grassland,27148.6446875,25971.975000000002,28108.024999999998
2052,6,Oak Woodlands,Shrubland,9733.2421875,9307.975,10156
2052,6,Oak Woodlands,Water,11315,11315,11315
2052,6,Oak Woodlands,Wetland,829.9990625,774,877
2052,7,Central Valley,Agriculture,30690.3728125,29906.95,31684.025
2052,7,Central Valley,Barren,305,305,305
2052,7,Central Valley,Developed,6017.19,5409.975,6595
2052,7,Central Valley,Forest,317.67125,276,361
2052,7,Central Valley,Grassland,7123.1540625,6002.975,7921.0250000000005
2052,7,Central Valley,Shrubland,164.29125,134,203
2052,7,Central Valley,Water,431,431,431
2052,7,Central Valley,Wetland,1044.320625,944,1146
2052,8,SoCal Mtns.,Agriculture,133.6775,83,211.0250000000001
2052,8,SoCal Mtns.,Barren,148,148,148
2052,8,SoCal Mtns.,Developed,1098.4884375,967,1242
2052,8,SoCal Mtns.,Forest,11611.518125,11525,11682
2052,8,SoCal Mtns.,Grassland,1715.8346875,1659,1767
2052,8,SoCal Mtns.,Shrubland,3097.06625,3019,3161
2052,8,SoCal Mtns.,Water,316,316,316
2052,8,SoCal Mtns.,Wetland,69.415,65,74
2052,9,East Cascades,Agriculture,1604.989375,1542,1674
2052,9,East Cascades,Barren,169,169,169
2052,9,East Cascades,Developed,205.2009375,199,220
2052,9,East Cascades,Forest,12180.87875,12146,12211
2052,9,East Cascades,Grassland,2809.8909375,2766,2848
2052,9,East Cascades,Shrubland,2979.1865625,2957,2999.025
2052,9,East Cascades,Water,534,534,534
2052,9,East Cascades,Wetland,172.8534375,161,187
2052,13,Central B&R,Agriculture,225.3859375,182,258
2052,13,Central B&R,Barren,277,277,277
2052,13,Central B&R,Developed,125.4584375,123,129
2052,13,Central B&R,Forest,4659.3028125,4647,4673
2052,13,Central B&R,Grassland,507.014375,498,522
2052,13,Central B&R,Shrubland,7022.5,7011,7040.025
2052,13,Central B&R,Water,226,226,226
2052,13,Central B&R,Wetland,78.3384375,78,80
2052,14,Mojave B&R,Agriculture,394.0559375,283,526.0250000000001
2052,14,Mojave B&R,Barren,7493,7493,7493
2052,14,Mojave B&R,Developed,1857.1475,1668,2083
2052,14,Mojave B&R,Forest,4553.8240625,4518,4579
2052,14,Mojave B&R,Grassland,824.8865625,712,897
2052,14,Mojave B&R,Shrubland,61313.64125,61100.975,61459
2052,14,Mojave B&R,Water,40,40,40
2052,14,Mojave B&R,Wetland,42.4446875,40,45
2052,78,Klamath Mtns.,Agriculture,563.119375,462,719
2052,78,Klamath Mtns.,Barren,67,67,67
2052,78,Klamath Mtns.,Developed,411.9271875,400,446
2052,78,Klamath Mtns.,Forest,28834.9096875,28780,28871
2052,78,Klamath Mtns.,Grassland,1361.4353125,1286,1415
2052,78,Klamath Mtns.,Shrubland,1518.70375,1493,1537
2052,78,Klamath Mtns.,SnowIce,12,12,12
2052,78,Klamath Mtns.,Water,124,124,124
2052,78,Klamath Mtns.,Wetland,37.9046875,33,43
2052,80,Northern B&R,Agriculture,376.943125,340,415.0250000000001
2052,80,Northern B&R,Barren,414,414,414
2052,80,Northern B&R,Developed,54.7171875,54,58
2052,80,Northern B&R,Forest,1700.5296875,1690,1712
2052,80,Northern B&R,Grassland,162.7009375,155,171
2052,80,Northern B&R,Shrubland,3340.2440625,3321,3360
2052,80,Northern B&R,Water,303,303,303
2052,80,Northern B&R,Wetland,52.865,42,64
2052,81,Sonoran B&R,Agriculture,2594.4984375,2323.975,2737
2052,81,Sonoran B&R,Barren,5807,5807,5807
2052,81,Sonoran B&R,Developed,1163.68875,1001,1352
2052,81,Sonoran B&R,Forest,208.616875,197,229
2052,81,Sonoran B&R,Grassland,271.9653125,263,280
2052,81,Sonoran B&R,Shrubland,17103.598125,16897,17463.025
2052,81,Sonoran B&R,Water,1048,1048,1048
2052,81,Sonoran B&R,Wetland,83.6325,69,117
2053,1,Coast Range,Agriculture,276.7890625,256,319
2053,1,Coast Range,Barren,58,58,58
2053,1,Coast Range,Developed,819.86375,760,886
2053,1,Coast Range,Forest,11150.089375,11073,11208
2053,1,Coast Range,Grassland,757.1221875,735,773
2053,1,Coast Range,Shrubland,283.9603125,278,289
2053,1,Coast Range,Water,3499,3499,3499
2053,1,Coast Range,Wetland,111.1753125,109,113
2053,4,Cascades,Agriculture,11.1871875,4,21
2053,4,Cascades,Barren,76,76,76
2053,4,Cascades,Developed,44.9921875,37,67
2053,4,Cascades,Forest,1282.6484375,1267,1291
2053,4,Cascades,Grassland,9.4534375,8,11
2053,4,Cascades,Shrubland,42.71875,41,44
2053,4,Cascades,SnowIce,6,6,6
2053,4,Cascades,Water,1,1,1
2053,4,Cascades,Wetland,3,3,3
2053,5,Sierra Nevada,Agriculture,151.465,123,222
2053,5,Sierra Nevada,Barren,3045,3045,3045
2053,5,Sierra Nevada,Developed,751.4028125,703,835
2053,5,Sierra Nevada,Forest,42921.688125,42843,42980
2053,5,Sierra Nevada,Grassland,879.770625,861,887
2053,5,Sierra Nevada,Shrubland,3105.4625,3100,3110
2053,5,Sierra Nevada,SnowIce,10,10,10
2053,5,Sierra Nevada,Water,818,818,818
2053,5,Sierra Nevada,Wetland,161.2109375,160,162
2053,6,Oak Woodlands,Agriculture,6832.833125,6070,8286
2053,6,Oak Woodlands,Barren,1296,1296,1296
2053,6,Oak Woodlands,Developed,19224.72,17942,20183
2053,6,Oak Woodlands,Forest,35012.718125,34311.975000000006,35608.024999999994
2053,6,Oak Woodlands,Grassland,27111.4196875,25908.975,28098.025
2053,6,Oak Woodlands,Shrubland,9717.3509375,9284,10152
2053,6,Oak Woodlands,Water,11315,11315,11315
2053,6,Oak Woodlands,Wetland,828.958125,772,877
2053,7,Central Valley,Agriculture,30653.3228125,29849.975,31664.125
2053,7,Central Valley,Barren,305,305,305
2053,7,Central Valley,Developed,6051.5365625,5422,6647.025
2053,7,Central Valley,Forest,317.6065625,275,361
2053,7,Central Valley,Grassland,7123.095625,5975.975,7945
2053,7,Central Valley,Shrubland,164.908125,134,205
2053,7,Central Valley,Water,431,431,431
2053,7,Central Valley,Wetland,1046.5303125,944.975,1150
2053,8,SoCal Mtns.,Agriculture,135.3775,83,214
2053,8,SoCal Mtns.,Barren,148,148,148
2053,8,SoCal Mtns.,Developed,1105.050625,969,1252
2053,8,SoCal Mtns.,Forest,11608.388125,11520,11681
2053,8,SoCal Mtns.,Grassland,1713.6078125,1655,1766
2053,8,SoCal Mtns.,Shrubland,3094.2203125,3015.975,3161
2053,8,SoCal Mtns.,Water,316,316,316
2053,8,SoCal Mtns.,Wetland,69.355625,65,74
2053,9,East Cascades,Agriculture,1605.3609375,1541,1675
2053,9,East Cascades,Barren,169,169,169
2053,9,East Cascades,Developed,205.279375,199,221
2053,9,East Cascades,Forest,12180.8284375,12145.975,12211
2053,9,East Cascades,Grassland,2809.430625,2764,2848
2053,9,East Cascades,Shrubland,2979.024375,2956,3e3
2053,9,East Cascades,Water,534,534,534
2053,9,East Cascades,Wetland,173.07625,161,187.0250000000001
2053,13,Central B&R,Agriculture,225.7453125,182,258
2053,13,Central B&R,Barren,277,277,277
2053,13,Central B&R,Developed,125.5225,123,130
2053,13,Central B&R,Forest,4659.1353125,4647,4673
2053,13,Central B&R,Grassland,506.895,498,522
2053,13,Central B&R,Shrubland,7022.368125,7011,7040
2053,13,Central B&R,Water,226,226,226
2053,13,Central B&R,Wetland,78.33375,78,80
2053,14,Mojave B&R,Agriculture,395.9940625,282.975,531
2053,14,Mojave B&R,Barren,7493,7493,7493
2053,14,Mojave B&R,Developed,1867.9784375,1673,2102
2053,14,Mojave B&R,Forest,4552.6028125,4516,4578
2053,14,Mojave B&R,Grassland,823.3065625,709,895
2053,14,Mojave B&R,Shrubland,61303.7028125,61084,61454
2053,14,Mojave B&R,Water,40,40,40
2053,14,Mojave B&R,Wetland,42.4153125,40,45
2053,78,Klamath Mtns.,Agriculture,564.7678125,463,724
2053,78,Klamath Mtns.,Barren,67,67,67
2053,78,Klamath Mtns.,Developed,412.148125,400,446
2053,78,Klamath Mtns.,Forest,28834.25,28778,28871
2053,78,Klamath Mtns.,Grassland,1360.549375,1283.9750000000001,1415
2053,78,Klamath Mtns.,Shrubland,1518.4125,1492,1537.025
2053,78,Klamath Mtns.,SnowIce,12,12,12
2053,78,Klamath Mtns.,Water,124,124,124
2053,78,Klamath Mtns.,Wetland,37.8721875,33,43
2053,80,Northern B&R,Agriculture,377.186875,339,417
2053,80,Northern B&R,Barren,414,414,414
2053,80,Northern B&R,Developed,54.72375,54,58
2053,80,Northern B&R,Forest,1700.508125,1690,1712
2053,80,Northern B&R,Grassland,162.66125,155,170.0250000000001
2053,80,Northern B&R,Shrubland,3340.1465625,3321,3361
2053,80,Northern B&R,Water,303,303,303
2053,80,Northern B&R,Wetland,52.7734375,42,64
