GCM,RCP,Timestep,TransitionGroup,GroupType,Mean,Lower,Upper
CNRM-CM5,rcp85,2039,MANAGEMENT: Forest Thinning [Type],Type,306.9275,87.975,517.0899999999999
CNRM-CM5,rcp85,2039,MANAGEMENT: Orchard Removal [Type],Type,373.3525,157.95000000000002,610
CNRM-CM5,rcp85,2039,URBANIZATION,Group,146.2025,60,290.109999999999
CNRM-CM5,rcp85,2039,URBANIZATION: Annual->Developed [Type],Type,35.06,13,65.02999999999997
CNRM-CM5,rcp85,2039,URBANIZATION: Forest->Developed [Type],Type,22.48621553884712,5,50.72000000000003
CNRM-CM5,rcp85,2039,URBANIZATION: Grassland->Developed [Type],Type,35.86,13,72
CNRM-CM5,rcp85,2039,URBANIZATION: Perennial->Developed [Type],Type,20.175,5,43.02999999999997
CNRM-CM5,rcp85,2039,URBANIZATION: Shrubland->Developed [Type],Type,31.115,11.975000000000001,61.08999999999992
CNRM-CM5,rcp85,2039,URBANIZATION: Wetland->Developed [Type],Type,2.029220779220779,1,5
CNRM-CM5,rcp85,2040,AGRICULTURAL CHANGE,Group,105.92,54,159
CNRM-CM5,rcp85,2040,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.6775,50,151.02999999999997
CNRM-CM5,rcp85,2040,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.369897959183674,1,16
CNRM-CM5,rcp85,2040,AGRICULTURAL CONTRACTION,Group,103.515,63.975,212.05999999999995
CNRM-CM5,rcp85,2040,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.3975,2,25
CNRM-CM5,rcp85,2040,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,64.6525,27,142
CNRM-CM5,rcp85,2040,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,11.238095238095237,2,25
CNRM-CM5,rcp85,2040,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.4321608040201,2.9250000000000007,19
CNRM-CM5,rcp85,2040,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.3933333333333333,1,3
CNRM-CM5,rcp85,2040,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,5.693989071038251,1,18
CNRM-CM5,rcp85,2040,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.68,1,4
CNRM-CM5,rcp85,2040,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.0547945205479452,1,2
CNRM-CM5,rcp85,2040,AGRICULTURAL EXPANSION,Group,141.265,45,228
CNRM-CM5,rcp85,2040,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.2544080604534,2,28
CNRM-CM5,rcp85,2040,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,11.7632241813602,2,28
CNRM-CM5,rcp85,2040,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,44.5175,10,77
CNRM-CM5,rcp85,2040,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,44.535,10,75
CNRM-CM5,rcp85,2040,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.0225,2,22
CNRM-CM5,rcp85,2040,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.017543859649123,2,23
CNRM-CM5,rcp85,2040,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.41578947368421,1,10
CNRM-CM5,rcp85,2040,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.4190981432360745,1,11
CNRM-CM5,rcp85,2040,FIRE,Group,2178.8195488721803,1218.95,3190.42
CNRM-CM5,rcp85,2040,FIRE: Forest,Group,1290.5875,641.95,2012.4799999999996
CNRM-CM5,rcp85,2040,FIRE: Forest High Severity [Type],Type,130.4525,60,206
CNRM-CM5,rcp85,2040,FIRE: Forest Low Severity [Type],Type,865.415,436.95,1371.03
CNRM-CM5,rcp85,2040,FIRE: Forest Medium Severity [Type],Type,294.72,147.975,461.38999999999965
CNRM-CM5,rcp85,2040,FIRE: Grassland,Group,520.57,185.875,967.1499999999999
CNRM-CM5,rcp85,2040,FIRE: Grassland High Severity [Type],Type,52.2375,17,100.05999999999995
CNRM-CM5,rcp85,2040,FIRE: Grassland Low Severity [Type],Type,348.5525,121.975,644.1499999999999
CNRM-CM5,rcp85,2040,FIRE: Grassland Medium Severity [Type],Type,119.78,40.900000000000006,226.02999999999997
CNRM-CM5,rcp85,2040,FIRE: High Severity,Group,219.83,120,321.0899999999999
CNRM-CM5,rcp85,2040,FIRE: Low Severity,Group,1459.1575,808.875,2152.24
CNRM-CM5,rcp85,2040,FIRE: Medium Severity,Group,498.7325,277.85,740
CNRM-CM5,rcp85,2040,FIRE: Shrubland,Group,366.5625,141.97500000000002,704.0899999999999
CNRM-CM5,rcp85,2040,FIRE: Shrubland High Severity [Type],Type,37.14,12.975000000000001,72
CNRM-CM5,rcp85,2040,FIRE: Shrubland Low Severity [Type],Type,245.19,99.9,469.3299999999997
CNRM-CM5,rcp85,2040,FIRE: Shrubland Medium Severity [Type],Type,84.2325,29.975,167.05999999999995
CNRM-CM5,rcp85,2040,HARVEST,Group,719.11,235.975,1114.1499999999999
CNRM-CM5,rcp85,2040,INSECTS,Group,9912.924812030074,1358.7,17471.52
CNRM-CM5,rcp85,2040,INSECTS: High Severity [Type],Type,780.3759590792839,150.5,1460.9000000000003
CNRM-CM5,rcp85,2040,INSECTS: Low Severity [Type],Type,8891.450127877239,1657,16367.9
CNRM-CM5,rcp85,2040,INSECTS: Medium Severity [Type],Type,451.9063291139241,43,815.44
CNRM-CM5,rcp85,2040,MANAGEMENT: Forest Clearcut [Type],Type,407.9025,152.95,635.03
CNRM-CM5,rcp85,2040,MANAGEMENT: Forest Thinning [Type],Type,311.2075,83.975,517.06
CNRM-CM5,rcp85,2040,MANAGEMENT: Orchard Removal [Type],Type,372.0925,154.95000000000002,606.0899999999999
CNRM-CM5,rcp85,2040,URBANIZATION,Group,145.985,57,250.14999999999986
CNRM-CM5,rcp85,2040,URBANIZATION: Annual->Developed [Type],Type,35.86,13,66
CNRM-CM5,rcp85,2040,URBANIZATION: Forest->Developed [Type],Type,22.5675,3,46.02999999999997
CNRM-CM5,rcp85,2040,URBANIZATION: Grassland->Developed [Type],Type,35.315,12,68
CNRM-CM5,rcp85,2040,URBANIZATION: Perennial->Developed [Type],Type,19.965,6,41
CNRM-CM5,rcp85,2040,URBANIZATION: Shrubland->Developed [Type],Type,30.79,11,55
CNRM-CM5,rcp85,2040,URBANIZATION: Wetland->Developed [Type],Type,1.9767441860465116,1,5
CNRM-CM5,rcp85,2041,AGRICULTURAL CHANGE,Group,104.145,51.975,160
CNRM-CM5,rcp85,2041,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,97.815,47.975,150.02999999999997
CNRM-CM5,rcp85,2041,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.475703324808184,1,16
CNRM-CM5,rcp85,2041,AGRICULTURAL CONTRACTION,Group,109.32,65,226.02999999999997
CNRM-CM5,rcp85,2041,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.395,3,27
CNRM-CM5,rcp85,2041,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,69.53,27,153
CNRM-CM5,rcp85,2041,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,11.09,2,25
CNRM-CM5,rcp85,2041,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,10.1183879093199,3,19
CNRM-CM5,rcp85,2041,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.5,1,3
CNRM-CM5,rcp85,2041,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,5.896551724137931,1,19
CNRM-CM5,rcp85,2041,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.6872037914691944,1,4
CNRM-CM5,rcp85,2041,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.0919540229885059,1,2
CNRM-CM5,rcp85,2041,AGRICULTURAL EXPANSION,Group,144.975,48,230
CNRM-CM5,rcp85,2041,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.2425,3,28
CNRM-CM5,rcp85,2041,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,12.2025,2,29
CNRM-CM5,rcp85,2041,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,45.2225,11,73
CNRM-CM5,rcp85,2041,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,45.7725,11,76
CNRM-CM5,rcp85,2041,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.4775,2,22
CNRM-CM5,rcp85,2041,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.540201005025125,2,23
CNRM-CM5,rcp85,2041,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.480314960629921,1,10
CNRM-CM5,rcp85,2041,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.577127659574468,1,10
CNRM-CM5,rcp85,2041,FIRE,Group,1494.0075,764,2144
CNRM-CM5,rcp85,2041,FIRE: Forest,Group,840.55,400,1296.1499999999999
CNRM-CM5,rcp85,2041,FIRE: Forest High Severity [Type],Type,85.4625,39,140.02999999999997
CNRM-CM5,rcp85,2041,FIRE: Forest Low Severity [Type],Type,563.685,274.82500000000005,868.0899999999999
CNRM-CM5,rcp85,2041,FIRE: Forest Medium Severity [Type],Type,191.4025,93,297.03
CNRM-CM5,rcp85,2041,FIRE: Grassland,Group,382.37,130,705
CNRM-CM5,rcp85,2041,FIRE: Grassland High Severity [Type],Type,38.3625,10,72.02999999999997
CNRM-CM5,rcp85,2041,FIRE: Grassland Low Severity [Type],Type,256.6075,88.975,467.03
CNRM-CM5,rcp85,2041,FIRE: Grassland Medium Severity [Type],Type,87.4,27,165.02999999999997
CNRM-CM5,rcp85,2041,FIRE: High Severity,Group,151.48,70.95000000000002,224.14999999999986
CNRM-CM5,rcp85,2041,FIRE: Low Severity,Group,1001.3075,514.825,1439.1499999999999
CNRM-CM5,rcp85,2041,FIRE: Medium Severity,Group,341.22,174.9,498
CNRM-CM5,rcp85,2041,FIRE: Shrubland,Group,271.0875,88.925,462.14999999999986
CNRM-CM5,rcp85,2041,FIRE: Shrubland High Severity [Type],Type,27.655,8,50
CNRM-CM5,rcp85,2041,FIRE: Shrubland Low Severity [Type],Type,181.015,59.900000000000006,316.0899999999999
CNRM-CM5,rcp85,2041,FIRE: Shrubland Medium Severity [Type],Type,62.4175,20.975,113.02999999999997
CNRM-CM5,rcp85,2041,HARVEST,Group,722.1625,249.95,1134.09
CNRM-CM5,rcp85,2041,INSECTS,Group,11650.05541561713,2671,21151.760000000002
CNRM-CM5,rcp85,2041,INSECTS: High Severity [Type],Type,1373.737913486005,225,2676.96
CNRM-CM5,rcp85,2041,INSECTS: Low Severity [Type],Type,9794.637305699482,1397.375,19402.949999999997
CNRM-CM5,rcp85,2041,INSECTS: Medium Severity [Type],Type,771.4768041237113,115.35,1415.29
CNRM-CM5,rcp85,2041,MANAGEMENT: Forest Clearcut [Type],Type,409.8525,161.975,643.03
CNRM-CM5,rcp85,2041,MANAGEMENT: Forest Thinning [Type],Type,312.31,86,510
CNRM-CM5,rcp85,2041,MANAGEMENT: Orchard Removal [Type],Type,370.05,163.95,627.03
CNRM-CM5,rcp85,2041,URBANIZATION,Group,139.1275,52.975,259.38999999999965
CNRM-CM5,rcp85,2041,URBANIZATION: Annual->Developed [Type],Type,33.8225,11.975000000000001,65
CNRM-CM5,rcp85,2041,URBANIZATION: Forest->Developed [Type],Type,21.3375,4,53.08999999999992
CNRM-CM5,rcp85,2041,URBANIZATION: Grassland->Developed [Type],Type,34.115,11,62.11999999999989
CNRM-CM5,rcp85,2041,URBANIZATION: Perennial->Developed [Type],Type,19.5075,5,40
CNRM-CM5,rcp85,2041,URBANIZATION: Shrubland->Developed [Type],Type,28.9875,8,55
CNRM-CM5,rcp85,2041,URBANIZATION: Wetland->Developed [Type],Type,1.9963235294117647,1,5
CNRM-CM5,rcp85,2042,AGRICULTURAL CHANGE,Group,105.8975,52.975,159
CNRM-CM5,rcp85,2042,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.215,47,153
CNRM-CM5,rcp85,2042,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,5.950261780104712,1,15
CNRM-CM5,rcp85,2042,AGRICULTURAL CONTRACTION,Group,105.045,65,211.08999999999992
CNRM-CM5,rcp85,2042,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.165413533834586,2,27
CNRM-CM5,rcp85,2042,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,66.5975,27,149
CNRM-CM5,rcp85,2042,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.81704260651629,2,26
CNRM-CM5,rcp85,2042,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,10.00501253132832,2,18
CNRM-CM5,rcp85,2042,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.4516129032258065,1,3
CNRM-CM5,rcp85,2042,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,5.383152173913044,1,16
CNRM-CM5,rcp85,2042,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.689119170984456,1,4
CNRM-CM5,rcp85,2042,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.2173913043478262,1,3
CNRM-CM5,rcp85,2042,AGRICULTURAL EXPANSION,Group,144.98,47.975,229.02999999999997
CNRM-CM5,rcp85,2042,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.9225,3,29
CNRM-CM5,rcp85,2042,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,12.455,2,29.029999999999973
CNRM-CM5,rcp85,2042,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,45.955,11,75
CNRM-CM5,rcp85,2042,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,45.335,10.975000000000001,72.02999999999997
CNRM-CM5,rcp85,2042,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.265151515151516,2,22
CNRM-CM5,rcp85,2042,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.05,2,21
CNRM-CM5,rcp85,2042,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.277486910994765,1,9
CNRM-CM5,rcp85,2042,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.204188481675392,1,10
CNRM-CM5,rcp85,2042,FIRE,Group,2208.0201005025124,1094.85,3145.18
CNRM-CM5,rcp85,2042,FIRE: Forest,Group,1415.12,679.9499999999999,2131.0599999999995
CNRM-CM5,rcp85,2042,FIRE: Forest High Severity [Type],Type,142.8625,66.9,215.08999999999992
CNRM-CM5,rcp85,2042,FIRE: Forest Low Severity [Type],Type,948.4775,457.52500000000003,1433.4199999999996
CNRM-CM5,rcp85,2042,FIRE: Forest Medium Severity [Type],Type,323.78,162.925,478.3299999999997
CNRM-CM5,rcp85,2042,FIRE: Grassland,Group,428.26,125.975,784.5999999999995
CNRM-CM5,rcp85,2042,FIRE: Grassland High Severity [Type],Type,43.1625,12,88
CNRM-CM5,rcp85,2042,FIRE: Grassland Low Severity [Type],Type,286.61,85.95,531.3299999999997
CNRM-CM5,rcp85,2042,FIRE: Grassland Medium Severity [Type],Type,98.4875,26.950000000000003,183.1199999999999
CNRM-CM5,rcp85,2042,FIRE: High Severity,Group,223.8175,114.77500000000002,328.03
CNRM-CM5,rcp85,2042,FIRE: Low Severity,Group,1481.535,725.95,2098.0299999999997
CNRM-CM5,rcp85,2042,FIRE: Medium Severity,Group,507.1575,263.95,718.06
CNRM-CM5,rcp85,2042,FIRE: Shrubland,Group,369.13,122.72500000000002,639.0899999999999
CNRM-CM5,rcp85,2042,FIRE: Shrubland High Severity [Type],Type,37.7925,11,68.02999999999997
CNRM-CM5,rcp85,2042,FIRE: Shrubland Low Severity [Type],Type,246.4475,84.72500000000001,434.1199999999999
CNRM-CM5,rcp85,2042,FIRE: Shrubland Medium Severity [Type],Type,84.89,26,140.1199999999999
CNRM-CM5,rcp85,2042,HARVEST,Group,682.165,250.95000000000002,1115
CNRM-CM5,rcp85,2042,INSECTS,Group,10669.997474747475,1660,19424.849999999995
CNRM-CM5,rcp85,2042,INSECTS: High Severity [Type],Type,924.1147959183673,142.85,1746.54
CNRM-CM5,rcp85,2042,INSECTS: Low Severity [Type],Type,9578.498701298702,1419.8000000000002,18159.36
CNRM-CM5,rcp85,2042,INSECTS: Medium Severity [Type],Type,556.6195372750643,105.6,992.7600000000002
CNRM-CM5,rcp85,2042,MANAGEMENT: Forest Clearcut [Type],Type,391.8175,160.8,632.03
CNRM-CM5,rcp85,2042,MANAGEMENT: Forest Thinning [Type],Type,290.3475,88.975,508
CNRM-CM5,rcp85,2042,MANAGEMENT: Orchard Removal [Type],Type,393.6725,155.925,648.1799999999998
CNRM-CM5,rcp85,2042,URBANIZATION,Group,141.25,47,258.2999999999997
CNRM-CM5,rcp85,2042,URBANIZATION: Annual->Developed [Type],Type,34.025,11,66
CNRM-CM5,rcp85,2042,URBANIZATION: Forest->Developed [Type],Type,21.0975,3,51.059999999999945
CNRM-CM5,rcp85,2042,URBANIZATION: Grassland->Developed [Type],Type,33.1125,9.975000000000001,66.02999999999997
CNRM-CM5,rcp85,2042,URBANIZATION: Perennial->Developed [Type],Type,19.5775,5,41
CNRM-CM5,rcp85,2042,URBANIZATION: Shrubland->Developed [Type],Type,32.1675,8.975000000000001,58.08999999999992
CNRM-CM5,rcp85,2042,URBANIZATION: Wetland->Developed [Type],Type,1.854014598540146,1,5
CNRM-CM5,rcp85,2043,AGRICULTURAL CHANGE,Group,108.5675,55,159.02999999999997
CNRM-CM5,rcp85,2043,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,101.815,47.975,154.05999999999995
CNRM-CM5,rcp85,2043,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.907928388746803,1,17.30000000000001
CNRM-CM5,rcp85,2043,AGRICULTURAL CONTRACTION,Group,105.065,62,221.05999999999995
CNRM-CM5,rcp85,2043,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.533834586466165,2,28
CNRM-CM5,rcp85,2043,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,65.1125,25,151
CNRM-CM5,rcp85,2043,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,11.42,2,26
CNRM-CM5,rcp85,2043,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.9125,3,18
CNRM-CM5,rcp85,2043,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.50625,1,3.2299999999999898
CNRM-CM5,rcp85,2043,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,5.684491978609626,1,16.810000000000002
CNRM-CM5,rcp85,2043,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.7792792792792793,1,5
CNRM-CM5,rcp85,2043,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.2352941176470589,1,2
CNRM-CM5,rcp85,2043,AGRICULTURAL EXPANSION,Group,143.2075,48,232.1199999999999
CNRM-CM5,rcp85,2043,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.11,2,29
CNRM-CM5,rcp85,2043,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,11.8125,2,26.029999999999973
CNRM-CM5,rcp85,2043,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,44.8675,11,75
CNRM-CM5,rcp85,2043,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,45.5625,10,79
CNRM-CM5,rcp85,2043,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.405,3,21
CNRM-CM5,rcp85,2043,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.2875,2,22.029999999999973
CNRM-CM5,rcp85,2043,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.3289124668435015,1,9
CNRM-CM5,rcp85,2043,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.308707124010554,1,9
CNRM-CM5,rcp85,2043,FIRE,Group,2116.25,1167.975,2952.06
CNRM-CM5,rcp85,2043,FIRE: Forest,Group,1275.25,648.6,1914.079999999999
CNRM-CM5,rcp85,2043,FIRE: Forest High Severity [Type],Type,129.815,60,202.08999999999992
CNRM-CM5,rcp85,2043,FIRE: Forest Low Severity [Type],Type,856.115,431.9,1273.09
CNRM-CM5,rcp85,2043,FIRE: Forest Medium Severity [Type],Type,289.32,138.95000000000002,433.05999999999995
CNRM-CM5,rcp85,2043,FIRE: Grassland,Group,447.825,155,817.2699999999998
CNRM-CM5,rcp85,2043,FIRE: Grassland High Severity [Type],Type,45.68,14.975000000000001,87.02999999999997
CNRM-CM5,rcp85,2043,FIRE: Grassland Low Severity [Type],Type,299.13,100,546
CNRM-CM5,rcp85,2043,FIRE: Grassland Medium Severity [Type],Type,103.015,36.975,191
CNRM-CM5,rcp85,2043,FIRE: High Severity,Group,215.32,121.975,307
CNRM-CM5,rcp85,2043,FIRE: Low Severity,Group,1418.3425,791.6750000000001,1972.2399999999998
CNRM-CM5,rcp85,2043,FIRE: Medium Severity,Group,482.5875,266.8,685.1199999999999
CNRM-CM5,rcp85,2043,FIRE: Shrubland,Group,393.175,126.97500000000001,688.3599999999997
CNRM-CM5,rcp85,2043,FIRE: Shrubland High Severity [Type],Type,39.825,13.975000000000001,74
CNRM-CM5,rcp85,2043,FIRE: Shrubland Low Severity [Type],Type,263.0975,82,458.03
CNRM-CM5,rcp85,2043,FIRE: Shrubland Medium Severity [Type],Type,90.2525,29.975,160.02999999999997
CNRM-CM5,rcp85,2043,HARVEST,Group,718.8225,241.95,1149.06
CNRM-CM5,rcp85,2043,INSECTS,Group,9453.964912280702,1903.45,17745.76
CNRM-CM5,rcp85,2043,INSECTS: High Severity [Type],Type,898.380829015544,210.625,1701.3
CNRM-CM5,rcp85,2043,INSECTS: Low Severity [Type],Type,8401.604712041884,1937.175,16380.179999999998
CNRM-CM5,rcp85,2043,INSECTS: Medium Severity [Type],Type,510.7474226804124,79.80000000000001,942.9499999999999
CNRM-CM5,rcp85,2043,MANAGEMENT: Forest Clearcut [Type],Type,410.53,160,646.06
CNRM-CM5,rcp85,2043,MANAGEMENT: Forest Thinning [Type],Type,308.2925,88.975,524.06
CNRM-CM5,rcp85,2043,MANAGEMENT: Orchard Removal [Type],Type,413.27,167.975,648.06
CNRM-CM5,rcp85,2043,URBANIZATION,Group,138.375,48,245.17999999999984
CNRM-CM5,rcp85,2043,URBANIZATION: Annual->Developed [Type],Type,33.9075,10,63.059999999999945
CNRM-CM5,rcp85,2043,URBANIZATION: Forest->Developed [Type],Type,20.75,3,43
CNRM-CM5,rcp85,2043,URBANIZATION: Grassland->Developed [Type],Type,32.99,10,63.02999999999997
CNRM-CM5,rcp85,2043,URBANIZATION: Perennial->Developed [Type],Type,20.215,5,43
CNRM-CM5,rcp85,2043,URBANIZATION: Shrubland->Developed [Type],Type,29.025,8,52
CNRM-CM5,rcp85,2043,URBANIZATION: Wetland->Developed [Type],Type,2.016949152542373,1,5
CNRM-CM5,rcp85,2044,AGRICULTURAL CHANGE,Group,107.81,53,164
CNRM-CM5,rcp85,2044,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,101.425,48.975,155.02999999999997
CNRM-CM5,rcp85,2044,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.51530612244898,1,16
CNRM-CM5,rcp85,2044,AGRICULTURAL CONTRACTION,Group,103.7275,62,226.02999999999997
CNRM-CM5,rcp85,2044,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,10.682619647355164,2,26
CNRM-CM5,rcp85,2044,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,64.8525,26,152.02999999999997
CNRM-CM5,rcp85,2044,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.91,2,26
CNRM-CM5,rcp85,2044,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.91,3,20
CNRM-CM5,rcp85,2044,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.4191616766467066,1,3.019999999999982
CNRM-CM5,rcp85,2044,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,5.970027247956403,1,17
CNRM-CM5,rcp85,2044,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.9043478260869566,1,5
CNRM-CM5,rcp85,2044,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.1616161616161615,1,2
CNRM-CM5,rcp85,2044,AGRICULTURAL EXPANSION,Group,146.305,49,235
CNRM-CM5,rcp85,2044,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.9375,2,29
CNRM-CM5,rcp85,2044,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,12.625,3,30
CNRM-CM5,rcp85,2044,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,45.58,11,75.02999999999997
CNRM-CM5,rcp85,2044,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,45.74,10.975000000000001,75
CNRM-CM5,rcp85,2044,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.37,2,22
CNRM-CM5,rcp85,2044,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.588972431077694,2,22
CNRM-CM5,rcp85,2044,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.513089005235602,1,10
CNRM-CM5,rcp85,2044,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.37696335078534,1,10
CNRM-CM5,rcp85,2044,FIRE,Group,1289.515,712.8,1824.8399999999992
CNRM-CM5,rcp85,2044,FIRE: Forest,Group,697.675,328.67500000000007,1113.4199999999996
CNRM-CM5,rcp85,2044,FIRE: Forest High Severity [Type],Type,70.1375,31,112.02999999999997
CNRM-CM5,rcp85,2044,FIRE: Forest Low Severity [Type],Type,467.695,213.97500000000002,741.4499999999996
CNRM-CM5,rcp85,2044,FIRE: Forest Medium Severity [Type],Type,159.8425,68,259.0899999999999
CNRM-CM5,rcp85,2044,FIRE: Grassland,Group,300.1475,92.94999999999999,569.1499999999999
CNRM-CM5,rcp85,2044,FIRE: Grassland High Severity [Type],Type,30.93734335839599,10,60
CNRM-CM5,rcp85,2044,FIRE: Grassland Low Severity [Type],Type,200.8025,62,385
CNRM-CM5,rcp85,2044,FIRE: Grassland Medium Severity [Type],Type,68.485,20,131
CNRM-CM5,rcp85,2044,FIRE: High Severity,Group,130.71,67,191.02999999999997
CNRM-CM5,rcp85,2044,FIRE: Low Severity,Group,863.1775,483.525,1224.2699999999998
CNRM-CM5,rcp85,2044,FIRE: Medium Severity,Group,295.6275,159.95,424
CNRM-CM5,rcp85,2044,FIRE: Shrubland,Group,291.6925,85.975,521.1799999999998
CNRM-CM5,rcp85,2044,FIRE: Shrubland High Severity [Type],Type,29.7125,8,58
CNRM-CM5,rcp85,2044,FIRE: Shrubland Low Severity [Type],Type,194.68,59.975,349.0899999999999
CNRM-CM5,rcp85,2044,FIRE: Shrubland Medium Severity [Type],Type,67.3,19,123.05999999999995
CNRM-CM5,rcp85,2044,HARVEST,Group,717.6375,265.875,1116.2699999999998
CNRM-CM5,rcp85,2044,INSECTS,Group,10543.987405541562,2305.7,18688.72
CNRM-CM5,rcp85,2044,INSECTS: High Severity [Type],Type,1114.656330749354,119.35000000000001,2082.78
CNRM-CM5,rcp85,2044,INSECTS: Low Severity [Type],Type,9014.868020304568,2041.975,16906.239999999998
CNRM-CM5,rcp85,2044,INSECTS: Medium Severity [Type],Type,636.9948453608248,82.7,1178.78
